asset_name,source_uri,source_name,edge_pcode,edge_name,target_uri,target_name,source_weight,target_weight
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q11023,Engineering,pcode,studies,http://www.wikidata.org/wiki/Q42848,Data,3,44
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q42848,Data,P2579,studied by,http://www.wikidata.org/wiki/Q11023,Engineering,44,3
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q485396,Analytics,pcode,studies,http://www.wikidata.org/wiki/Q42848,Data,12,44
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q42848,Data,P2579,studied by,http://www.wikidata.org/wiki/Q485396,Analytics,44,12
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q224617,Platform,P460,said to be the same as,http://www.wikidata.org/wiki/Q232576,Service,4,3
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q232576,Service,P460,said to be the same as,http://www.wikidata.org/wiki/Q224617,Platform,3,4
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q355,Facebook,P31,instance of,http://www.wikidata.org/wiki/Q3220391,Social networking service,4,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q42848,Data,P279,subclass of,http://www.wikidata.org/wiki/Q1796457,Products,44,13
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q783794,Companies,P527,has part,http://www.wikidata.org/wiki/Q4830453,Business,3,10
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q4830453,Business,P361,part of,http://www.wikidata.org/wiki/Q783794,Companies,10,3
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q289845,Monetization,P279,subclass of,http://www.wikidata.org/wiki/Q850210,Revenue,1,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q1064441,Democratization,P1269,facet of,http://www.wikidata.org/wiki/Q42848,Data,1,44
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q1425625,Reproducible,P279,subclass of,http://www.wikidata.org/wiki/Q2397719,Reliability,1,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q569057,Flexibility,P461,opposite of,http://www.wikidata.org/wiki/Q183545,Dependency,1,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q183545,Dependency,P461,opposite of,http://www.wikidata.org/wiki/Q569057,Flexibility,1,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q42848,Data,P361,part of,http://www.wikidata.org/wiki/Q3516794,Tech,44,3
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q3516794,Tech,P527,has part,http://www.wikidata.org/wiki/Q42848,Data,3,44
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q1662642,Infra,P279,subclass of,http://www.wikidata.org/wiki/Q42848,Data,1,44
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q5227230,Data access,P1269,facet of,http://www.wikidata.org/wiki/Q2526135,Security,1,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q5227230,Data access,P279,subclass of,http://www.wikidata.org/wiki/Q2526135,Security,1,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q7444820,Secure,P279,subclass of,http://www.wikidata.org/wiki/Q5227230,Data access,3,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q7855819,Turnaround time,P279,subclass of,http://www.wikidata.org/wiki/Q11471,Time,1,7
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q2499835,Upstream,P461,opposite of,http://www.wikidata.org/wiki/Q405936,Downstream,1,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q405936,Downstream,P461,opposite of,http://www.wikidata.org/wiki/Q2499835,Upstream,1,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q224414,Categories,P1269,facet of,http://www.wikidata.org/wiki/Q42848,Data,1,44
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q7430,Dna,P361,part of,http://www.wikidata.org/wiki/Q7187,Genes,1,2
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q7187,Genes,P527,has part,http://www.wikidata.org/wiki/Q7430,Dna,2,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q7430,Dna,P527,has part,http://www.wikidata.org/wiki/Q7187,Genes,1,2
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q7187,Genes,P361,part of,http://www.wikidata.org/wiki/Q7430,Dna,2,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q1339824,Mindset,P279,subclass of,http://www.wikidata.org/wiki/Q205961,Skills,2,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q485396,Analytics,P361,part of,http://www.wikidata.org/wiki/Q7669922,Teams,12,2
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q7669922,Teams,P527,has part,http://www.wikidata.org/wiki/Q485396,Analytics,2,12
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q1126182,Connect,P279,subclass of,http://www.wikidata.org/wiki/Q485396,Analytics,2,12
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q1126182,Connect,P527,has part,http://www.wikidata.org/wiki/Q7597144,Stakeholders,2,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q7597144,Stakeholders,P361,part of,http://www.wikidata.org/wiki/Q1126182,Connect,1,2
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q1126182,Connect,P279,subclass of,http://www.wikidata.org/wiki/Q1145523,Collaborate,2,4
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q1126182,Connect,P31,instance of,http://www.wikidata.org/wiki/Q207829,Forum,2,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q351698,Grow,P1889,different from,http://www.wikidata.org/wiki/Q351991,Die,4,3
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q7504128,Shrink,P1889,different from,http://www.wikidata.org/wiki/Q351991,Die,1,3
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q351991,Die,P1889,different from,http://www.wikidata.org/wiki/Q351698,Grow,3,4
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q351991,Die,P1889,different from,http://www.wikidata.org/wiki/Q7504128,Shrink,3,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q101965,Experiment,P527,has part,http://www.wikidata.org/wiki/Q407077,Try,4,2
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q407077,Try,P361,part of,http://www.wikidata.org/wiki/Q101965,Experiment,2,4
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q407077,Try,P279,subclass of,http://www.wikidata.org/wiki/Q101965,Experiment,2,4
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q38695,Cooking,P2283,uses,http://www.wikidata.org/wiki/Q10675206,Ingredients,1,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q10675206,Ingredients,P366,use,http://www.wikidata.org/wiki/Q38695,Cooking,1,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q38695,Cooking,P1056,product or material produced,http://www.wikidata.org/wiki/Q621325,Dish,1,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q621325,Dish,P366,use,http://www.wikidata.org/wiki/Q38695,Cooking,1,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q42848,Data,P279,subclass of,http://www.wikidata.org/wiki/Q226635,Component,44,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q357535,Ux,P361,part of,http://www.wikidata.org/wiki/Q1796457,Product,3,37
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q26287,Ui,P361,part of,http://www.wikidata.org/wiki/Q1796457,Product,13,37
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q1796457,Product,P527,has part,http://www.wikidata.org/wiki/Q26287,Ui,37,13
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q26287,Ui,P361,part of,http://www.wikidata.org/wiki/Q207434,User interaction,13,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q1796457,Product,P527,has part,http://www.wikidata.org/wiki/Q207434,User interaction,37,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q207434,User interaction,P361,part of,http://www.wikidata.org/wiki/Q1796457,Product,1,37
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q299088,Cool,P279,subclass of,http://www.wikidata.org/wiki/Q5189153,Value,1,6
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q299088,Cool,P1889,different from,http://www.wikidata.org/wiki/Q363017,Awesome,1,2
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q363017,Awesome,P1889,different from,http://www.wikidata.org/wiki/Q299088,Cool,2,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q26287,Ui,P361,part of,http://www.wikidata.org/wiki/Q357535,Ux,13,3
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q357535,Ux,P527,has part,http://www.wikidata.org/wiki/Q26287,Ui,3,13
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q207977,Prototype,P279,subclass of,http://www.wikidata.org/wiki/Q1796457,Product,2,37
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q26287,Ui,P460,said to be the same as,http://www.wikidata.org/wiki/Q357535,Ux,13,3
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q357535,Ux,P460,said to be the same as,http://www.wikidata.org/wiki/Q26287,Ui,3,13
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q1407599,Video analytics,P279,subclass of,http://www.wikidata.org/wiki/Q485396,Analytics,1,12
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q1796457,Product,P361,part of,http://www.wikidata.org/wiki/Q4830453,Business,37,10
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q2374463,Data scientist,P425,field of this occupation,http://www.wikidata.org/wiki/Q2374463,Data science,8,4
