asset_name,source_uri,source_name,edge_pcode,edge_name,target_uri,target_name,source_weight,target_weight
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/changing_mindsets,Changing mindsets,P828,has cause,http://www.themathcompany.com/cognition/changing_processes,Changing processes,1,1
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/cross_-_functional_collaboration,Cross - functional collaboration,P527,has part,http://www.themathcompany.com/cognition/Data_product,Data product,1,17
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/Data_product,Data product,P361,part of,http://www.themathcompany.com/cognition/cross_-_functional_collaboration,Cross - functional collaboration,17,1
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/MathCo,Mathco,pcode,parent organization,http://www.themathcompany.com/cognition/MathCo.,Mathco.,6,5
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/MathCo.,Mathco.,pcode,subsidiary,http://www.themathcompany.com/cognition/MathCo,Mathco,5,6
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/b3afab13eb3d-8e35,B3afab13eb3d-8e35,P178,developer,http://www.themathcompany.com/cognition/MathCo,Mathco,1,6
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/MathCo_Portfolio_Optimizer,Mathco portfolio optimizer,P366,use,http://www.themathcompany.com/cognition/Optimize_portfolio,Optimize portfolio,0,1
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/Portfolio_Optimizer,Portfolio optimizer,P366,use,http://www.themathcompany.com/cognition/Optimize_portfolio,Optimize portfolio,1,1
201909_Confessions of a Data Product.pdf,http://www.themathcompany.com/cognition/Codex_Platform,Codex platform,P31,instance of,http://www.themathcompany.com/cognition/Resource_Manager,Resource manager,0,1
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/Finding_the_solution,Finding the solution,P279,subclass of,http://www.themathcompany.com/cognition/finding_a_solution_to_the_problem,Finding a solution to the problem,1,1
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/end_-_users,End - users,P461,opposite of,http://www.themathcompany.com/cognition/business_owners,Business owners,1,1
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/business_owners,Business owners,P461,opposite of,http://www.themathcompany.com/cognition/end_-_users,End - users,1,1
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/end_-_users,End - users,P527,has part,http://www.themathcompany.com/cognition/user_behavior,User behavior,1,1
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/user_behavior,User behavior,P361,part of,http://www.themathcompany.com/cognition/end_-_users,End - users,1,1
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/MathCo,Mathco,pcode,founded by,http://www.themathcompany.com/cognition/Harshad_Muley,Harshad muley,6,1
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/MathCo,Mathco,pcode,subsidiary,http://www.themathcompany.com/cognition/MathCo_Associate,Mathco associate,6,0
"201911_ Product Management, Product Design.pdf",http://www.themathcompany.com/cognition/MathCo_Associate,Mathco associate,pcode,parent organization,http://www.themathcompany.com/cognition/MathCo,Mathco,0,6
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Fundamental_Principle,Fundamental principle,P361,part of,http://www.themathcompany.com/cognition/MathCo.,Mathco.,2,4
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/MathCo.,Mathco.,P527,has part,http://www.themathcompany.com/cognition/Fundamental_Principle,Fundamental principle,4,2
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Front_-_end,Front - end,P1889,different from,http://www.themathcompany.com/cognition/Back_-_end,Back - end,14,13
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Back_-_end,Back - end,P1889,different from,http://www.themathcompany.com/cognition/Front_-_end,Front - end,13,14
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/navigation_menu,Navigation menu,P361,part of,http://www.themathcompany.com/cognition/Front_-_end,Front - end,1,14
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Back_-_end,Back - end,P527,has part,http://www.themathcompany.com/cognition/Back_-_end_stores,Back - end stores,13,1
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Back_-_end_stores,Back - end stores,P361,part of,http://www.themathcompany.com/cognition/Back_-_end,Back - end,1,13
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Back_-_end,Back - end,P461,opposite of,http://www.themathcompany.com/cognition/client_-_side,Client - side,13,1
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/client_-_side,Client - side,P461,opposite of,http://www.themathcompany.com/cognition/Back_-_end,Back - end,1,13
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/back_-_end,Back - end,P461,opposite of,http://www.themathcompany.com/cognition/front_-_end,Front - end,13,14
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/front_-_end,Front - end,P461,opposite of,http://www.themathcompany.com/cognition/back_-_end,Back - end,14,13
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Writing_out_the_code,Writing out the code,P361,part of,http://www.themathcompany.com/cognition/Front_-_end_workflow,Front - end workflow,1,1
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Front_-_end_workflow,Front - end workflow,P527,has part,http://www.themathcompany.com/cognition/Writing_out_the_code,Writing out the code,1,1
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Back_-_end_Developers,Back - end developers,P425,field of this occupation,http://www.themathcompany.com/cognition/back_-_end_code,Back - end code,1,1
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/back_-_end_code,Back - end code,P3095,practiced by,http://www.themathcompany.com/cognition/Back_-_end_Developers,Back - end developers,1,1
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Back_-_end_development,Back - end development,P1269,facet of,http://www.themathcompany.com/cognition/back_-_end_code,Back - end code,1,1
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/refactors,Refactors,P361,part of,http://www.themathcompany.com/cognition/develops,Develops,1,1
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/MathCo,Mathco,pcode,field of work,http://www.themathcompany.com/cognition/Fundamental_Principles,Fundamental principles,6,1
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/positive_scenarios,Positive scenarios,P461,opposite of,http://www.themathcompany.com/cognition/negative_scenarios,Negative scenarios,1,1
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/negative_scenarios,Negative scenarios,P461,opposite of,http://www.themathcompany.com/cognition/positive_scenarios,Positive scenarios,1,1
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Test_case_development,Test case development,P279,subclass of,http://www.themathcompany.com/cognition/development_process,Development process,1,1
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Environment_Setup,Environment setup,P361,part of,http://www.themathcompany.com/cognition/Test_case_development,Test case development,2,1
"201912_Product Development, QA & Testing.pdf",http://www.themathcompany.com/cognition/Environment_Setup,Environment setup,P366,use,http://www.themathcompany.com/cognition/Test_case_development,Test case development,2,1
202001_Airflow - The Ultimate Butler.pdf,http://www.themathcompany.com/cognition/database_scrapes,Database scrapes,P279,subclass of,http://www.themathcompany.com/cognition/data_infrastructure_maintenance,Data infrastructure maintenance,1,1
202001_Airflow - The Ultimate Butler.pdf,http://www.themathcompany.com/cognition/no_barriers,No barriers,P461,opposite of,http://www.themathcompany.com/cognition/prolonged_procedures,Prolonged procedures,1,1
202001_Airflow - The Ultimate Butler.pdf,http://www.themathcompany.com/cognition/prolonged_procedures,Prolonged procedures,P461,opposite of,http://www.themathcompany.com/cognition/no_barriers,No barriers,1,1
202001_Airflow - The Ultimate Butler.pdf,http://www.themathcompany.com/cognition/SageMaker_Tuning_Operator,Sagemaker tuning operator,P361,part of,http://www.themathcompany.com/cognition/Amazon_Sage_Maker,Amazon sage maker,1,1
202001_Airflow - The Ultimate Butler.pdf,http://www.themathcompany.com/cognition/SageMaker_Transform_Operator,Sagemaker transform operator,P527,has part,http://www.themathcompany.com/cognition/SageMaker_Tuning_Operator,Sagemaker tuning operator,1,1
202001_Airflow - The Ultimate Butler.pdf,http://www.themathcompany.com/cognition/SageMaker_Endpoint_Config_Operator,Sagemaker endpoint config operator,P361,part of,http://www.themathcompany.com/cognition/SageMaker_Endpoint_Operator,Sagemaker endpoint operator,1,1
"202001_DevOps, Data Engineering.pdf",http://www.themathcompany.com/cognition/The_most_used,The most used,P366,use,http://www.themathcompany.com/cognition/agile_software_delivery,Agile software delivery,6,1
"202001_DevOps, Data Engineering.pdf",http://www.themathcompany.com/cognition/Beyond_Data_Warehousing,Beyond data warehousing,P921,main subject,http://www.themathcompany.com/cognition/Big_Data_Engineering,Big data engineering,1,1
"202001_DevOps, Data Engineering.pdf",http://www.themathcompany.com/cognition/large_storage,Large storage,P279,subclass of,http://www.themathcompany.com/cognition/scalable_computing,Scalable computing,1,1
"202001_Graph Theory, Network Analysis.pdf",http://www.themathcompany.com/cognition/detailed_post,Detailed post,P461,opposite of,http://www.themathcompany.com/cognition/succinct_definitions,Succinct definitions,1,1
202002_Sequence Modeling and LSTM.pdf,http://www.themathcompany.com/cognition/Sequence_prediction_model,Sequence prediction model,P279,subclass of,http://www.themathcompany.com/cognition/prediction_model,Prediction model,1,2
202002_Sequence Modeling and LSTM.pdf,http://www.themathcompany.com/cognition/Image_Caption_generation,Image caption generation,P279,subclass of,http://www.themathcompany.com/cognition/Text_Translation,Text translation,2,1
202002_Sequence Modeling and LSTM.pdf,http://www.themathcompany.com/cognition/Text_Translation,Text translation,P361,part of,http://www.themathcompany.com/cognition/Text_and_Speech_Generation,Text and speech generation,1,1
202002_Sequence Modeling and LSTM.pdf,http://www.themathcompany.com/cognition/Natural_Language_modeling_and_Generation,Natural language modeling and generation,P527,has part,http://www.themathcompany.com/cognition/Text_and_Speech_Generation,Text and speech generation,1,1
202002_Sequence Modeling and LSTM.pdf,http://www.themathcompany.com/cognition/Natural_Language_modeling,Natural language modeling,P527,has part,http://www.themathcompany.com/cognition/Generation_Limitations_of_LSTMs,Generation limitations of lstms,1,0
202002_Sequence Modeling and LSTM.pdf,http://www.themathcompany.com/cognition/Generation_Limitations_of_LSTMs,Generation limitations of lstms,P361,part of,http://www.themathcompany.com/cognition/Natural_Language_modeling,Natural language modeling,0,1
202002_Sequence Modeling and LSTM.pdf,http://www.themathcompany.com/cognition/Types_of_Sequence_Prediction_problems,Types of sequence prediction problems,P279,subclass of,http://www.themathcompany.com/cognition/Sequence_prediction_problems,Sequence prediction problems,1,3
202002_Sequence Modeling and LSTM.pdf,http://www.themathcompany.com/cognition/Sequence_prediction_problem,Sequence prediction problem,P31,instance of,http://www.themathcompany.com/cognition/4_categories,4 categories,3,1
202002_Sequence Modeling and LSTM.pdf,http://www.themathcompany.com/cognition/4_categories,4 categories,P527,has part,http://www.themathcompany.com/cognition/Sequence_prediction_problem,Sequence prediction problem,1,3
202002_Sequence Modeling and LSTM.pdf,http://www.themathcompany.com/cognition/Input_Sequence,Input sequence,P461,opposite of,http://www.themathcompany.com/cognition/Output_Sequence,Output sequence,5,5
202002_Sequence Modeling and LSTM.pdf,http://www.themathcompany.com/cognition/Output_Sequence,Output sequence,P461,opposite of,http://www.themathcompany.com/cognition/Input_Sequence,Input sequence,5,5
202002_Sequence Modeling and LSTM.pdf,http://www.themathcompany.com/cognition/Image_Caption_generation,Image caption generation,P279,subclass of,http://www.themathcompany.com/cognition/Text_and_Music_Generation,Text and music generation,2,1
202002_Sequence Modeling and LSTM.pdf,http://www.themathcompany.com/cognition/Image_Caption_generation,Image caption generation,P361,part of,http://www.themathcompany.com/cognition/Text_and_Music_Generation,Text and music generation,2,1
202002_Sequence Modeling and LSTM.pdf,http://www.themathcompany.com/cognition/Sequence_to_Sequence_Prediction,Sequence to sequence prediction,P366,use,http://www.themathcompany.com/cognition/Multi_-_Step_Time_series_Forecasting,Multi - step time series forecasting,1,1
202002_Sequence Modeling and LSTM.pdf,http://www.themathcompany.com/cognition/integer_encoded,Integer encoded,P279,subclass of,http://www.themathcompany.com/cognition/hot_encoded,Hot encoded,1,1
202002_Sequence Modeling and LSTM.pdf,http://www.themathcompany.com/cognition/hot_encoded,Hot encoded,P1889,different from,http://www.themathcompany.com/cognition/integer_encoded,Integer encoded,1,1
202002_Sequence Modeling and LSTM.pdf,http://www.themathcompany.com/cognition/integer_encoded,Integer encoded,P1889,different from,http://www.themathcompany.com/cognition/hot_encoded,Hot encoded,1,1
202002_Sequence Modeling and LSTM.pdf,http://www.themathcompany.com/cognition/initial_discovery_phase,Initial discovery phase,P156,followed by,http://www.themathcompany.com/cognition/evaluated,Evaluated,1,2
202002_Sequence Modeling and LSTM.pdf,http://www.themathcompany.com/cognition/evaluated,Evaluated,P155,follows,http://www.themathcompany.com/cognition/initial_discovery_phase,Initial discovery phase,2,1
202002_Sequence Modeling and LSTM.pdf,http://www.themathcompany.com/cognition/Accuracies_and_Loss_plots,Accuracies and loss plots,P366,use,http://www.themathcompany.com/cognition/feedforward_networks,Feedforward networks,2,1
202002_Sequence Modeling and LSTM.pdf,http://www.themathcompany.com/cognition/Seth_Weidmans_Textbook,Seth weidmans textbook,P527,has part,http://www.themathcompany.com/cognition/Deep_Learning_from_Scratch,Deep learning from scratch,1,1
202002_Sequence Modeling and LSTM.pdf,http://www.themathcompany.com/cognition/Deep_Learning_from_Scratch,Deep learning from scratch,P361,part of,http://www.themathcompany.com/cognition/Seth_Weidmans_Textbook,Seth weidmans textbook,1,1
202002_Sequence Modeling and LSTM.pdf,http://www.themathcompany.com/cognition/Deep_Learning_from_Scratch,Deep learning from scratch,P50,author,http://www.themathcompany.com/cognition/Seth_Weidmans,Seth weidmans,1,1
202002_Sequence Modeling and LSTM.pdf,http://www.themathcompany.com/cognition/Kanchibotla,Kanchibotla,pcode,owned by,http://www.themathcompany.com/cognition/Srivatsa_Kanchibotla,Srivatsa kanchibotla,2,2
202002_Sequence Modeling and LSTM.pdf,http://www.themathcompany.com/cognition/TheMathCompany,Themathcompany,pcode,owned by,http://www.themathcompany.com/cognition/Srivatsa_Kanchibotla,Srivatsa kanchibotla,2,2
Causation vs. Correlation.pdf,http://www.themathcompany.com/cognition/Mathematically_Correlation,Mathematically correlation,P31,instance of,http://www.themathcompany.com/cognition/statistical_formula,Statistical formula,1,1
InfoShots 006_Life after COVID.pdf,http://www.themathcompany.com/cognition/Life_After_the_Virus,Life after the virus,P361,part of,http://www.themathcompany.com/cognition/Discussion_Proprietary_and_Confidential,Discussion proprietary and confidential,1,0
InfoShots 006_Life after COVID.pdf,http://www.themathcompany.com/cognition/Discussion_Proprietary_and_Confidential,Discussion proprietary and confidential,P527,has part,http://www.themathcompany.com/cognition/Life_After_the_Virus,Life after the virus,0,1
InfoShots 006_Life after COVID.pdf,http://www.themathcompany.com/cognition/Proprietary_and_Confidential,Proprietary and confidential,P527,has part,http://www.themathcompany.com/cognition/Bad_News_Proprietary_and_Confidential,Bad news proprietary and confidential,9,0
InfoShots 006_Life after COVID.pdf,http://www.themathcompany.com/cognition/3_SOME_GLOBAL_CHARTS,3 some global charts,P361,part of,http://www.themathcompany.com/cognition/Proprietary_and_Confidential,Proprietary and confidential,0,9
InfoShots 006_Life after COVID.pdf,http://www.themathcompany.com/cognition/Proprietary_and_Confidential,Proprietary and confidential,P527,has part,http://www.themathcompany.com/cognition/3_SOME_GLOBAL_CHARTS,3 some global charts,9,0
InfoShots 006_Life after COVID.pdf,http://www.themathcompany.com/cognition/3_SOME_GLOBAL_CHARTS,3 some global charts,P527,has part,http://www.themathcompany.com/cognition/Proprietary_and_Confidential,Proprietary and confidential,0,9
InfoShots 006_Life after COVID.pdf,http://www.themathcompany.com/cognition/SOME_GLOBAL_CHARTS,Some global charts,pcode,part of GLOBAL CHARTS,http://www.themathcompany.com/cognition/GLOBAL_CHARTS,Global charts,1,1
InfoShots 006_Life after COVID.pdf,http://www.themathcompany.com/cognition/GLOBAL_CHARTS,Global charts,P527,has part,http://www.themathcompany.com/cognition/SOME_GLOBAL_CHARTS,Some global charts,1,1
InfoShots 006_Life after COVID.pdf,http://www.themathcompany.com/cognition/4_SOME_MORE_CHARTS_AND_WORDS,4 some more charts and words,P361,part of,http://www.themathcompany.com/cognition/Proprietary_and_Confidential,Proprietary and confidential,0,9
InfoShots 006_Life after COVID.pdf,http://www.themathcompany.com/cognition/Proprietary_and_Confidential,Proprietary and confidential,P527,has part,http://www.themathcompany.com/cognition/4_SOME_MORE_CHARTS_AND_WORDS,4 some more charts and words,9,0
InfoShots 006_Life after COVID.pdf,http://www.themathcompany.com/cognition/WE_Clients,We clients,pcode,subsidiary,http://www.themathcompany.com/cognition/Selective_with_Investment,Selective with investment,1,1
InfoShots 006_Life after COVID.pdf,http://www.themathcompany.com/cognition/Selective_with_Investment,Selective with investment,pcode,parent organization,http://www.themathcompany.com/cognition/WE_Clients,We clients,1,1
InfoShots 006_Life after COVID.pdf,http://www.themathcompany.com/cognition/WE_Clients,We clients,P527,has part,http://www.themathcompany.com/cognition/Selective_with_Investment_Proprietary_and_Confidential,Selective with investment proprietary and confidential,1,0
InfoShots 006_Life after COVID.pdf,http://www.themathcompany.com/cognition/Selective_with_Investment_Proprietary_and_Confidential,Selective with investment proprietary and confidential,P361,part of,http://www.themathcompany.com/cognition/WE_Clients,We clients,0,1
"Literature, Analytics and the art of translation.pdf",http://www.themathcompany.com/cognition/language_translators,Language translators,P1889,different from,http://www.themathcompany.com/cognition/analytics_translators,Analytics translators,1,9
"Literature, Analytics and the art of translation.pdf",http://www.themathcompany.com/cognition/analytics_translators,Analytics translators,P1889,different from,http://www.themathcompany.com/cognition/language_translators,Language translators,9,1
"Literature, Analytics and the art of translation.pdf",http://www.themathcompany.com/cognition/What_Ekin_Oklap_can_tell_readers_about_translating_Orhan_Pamuk,What ekin oklap can tell readers about translating orhan pamuk,P50,author,http://www.themathcompany.com/cognition/Ekin_Oklap,Ekin oklap,1,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List.pdf,http://www.themathcompany.com/cognition/MATHCO_PROPOSAL,Mathco proposal,P585,point in time,http://www.themathcompany.com/cognition/19_May_2022,19 may 2022,1,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List.pdf,http://www.themathcompany.com/cognition/Proprietary_and_Confidential,Proprietary and confidential,P279,subclass of,http://www.themathcompany.com/cognition/NNIs,Nnis,26,4
MathCo Proposal For NNI_Optimizing Obesity NPP Target List.pdf,http://www.themathcompany.com/cognition/NPP_Proprietary_and_Confidential,Npp proprietary and confidential,P31,instance of,http://www.themathcompany.com/cognition/NNIs,Nnis,0,4
MathCo Proposal For NNI_Optimizing Obesity NPP Target List.pdf,http://www.themathcompany.com/cognition/Proprietary_and_Confidential_o,Proprietary and confidential o,P31,instance of,http://www.themathcompany.com/cognition/Call_plan,Call plan,0,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List.pdf,http://www.themathcompany.com/cognition/NPP_list,Npp list,P31,instance of,http://www.themathcompany.com/cognition/Call_plan,Call plan,3,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List.pdf,http://www.themathcompany.com/cognition/GLP_-1,Glp -1,P31,instance of,http://www.themathcompany.com/cognition/Calls_/_Details,Calls / details,1,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List.pdf,http://www.themathcompany.com/cognition/Proprietary_and_Confidential,Proprietary and confidential,P31,instance of,http://www.themathcompany.com/cognition/brand_writers,Brand writers,26,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List.pdf,http://www.themathcompany.com/cognition/brand_writers,Brand writers,P425,field of this occupation,http://www.themathcompany.com/cognition/brand_prescription,Brand prescription,1,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List.pdf,http://www.themathcompany.com/cognition/brand_prescription,Brand prescription,P3095,practiced by,http://www.themathcompany.com/cognition/brand_writers,Brand writers,1,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List.pdf,http://www.themathcompany.com/cognition/feature_combination,Feature combination,P279,subclass of,http://www.themathcompany.com/cognition/brand_prescription,Brand prescription,1,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List.pdf,http://www.themathcompany.com/cognition/Proprietary_and_Confidential,Proprietary and confidential,P31,instance of,http://www.themathcompany.com/cognition/Sample_Insights,Sample insights,26,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List.pdf,http://www.themathcompany.com/cognition/Proprietary_and_Confidential,Proprietary and confidential,P527,has part,http://www.themathcompany.com/cognition/Sample_Insights,Sample insights,26,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List.pdf,http://www.themathcompany.com/cognition/Sample_Insights,Sample insights,P361,part of,http://www.themathcompany.com/cognition/Proprietary_and_Confidential,Proprietary and confidential,1,26
MathCo Proposal For NNI_Optimizing Obesity NPP Target List.pdf,http://www.themathcompany.com/cognition/Proprietary_and_Confidential,Proprietary and confidential,P527,has part,http://www.themathcompany.com/cognition/Sample_Insights_Proprietary_and_Confidential,Sample insights proprietary and confidential,26,0
MathCo Proposal For NNI_Optimizing Obesity NPP Target List.pdf,http://www.themathcompany.com/cognition/Proprietary_and_Confidential,Proprietary and confidential,pcode,industry,http://www.themathcompany.com/cognition/industry_consultants,Industry consultants,26,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List.pdf,http://www.themathcompany.com/cognition/DEMYSTIFICATION,Demystification,P279,subclass of,http://www.themathcompany.com/cognition/ACTIONABILITY,Actionability,1,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List.pdf,http://www.themathcompany.com/cognition/DRIVE_AGILITY,Drive agility,P279,subclass of,http://www.themathcompany.com/cognition/DEMYSTIFICATION,Demystification,1,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List_v2_05192022.pdf,http://www.themathcompany.com/cognition/MATHCO_PROPOSAL,Mathco proposal,P585,point in time,http://www.themathcompany.com/cognition/19_May_2022,19 may 2022,1,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List_v2_05192022.pdf,http://www.themathcompany.com/cognition/Proprietary_and_Confidential,Proprietary and confidential,P279,subclass of,http://www.themathcompany.com/cognition/NNIs,Nnis,26,4
MathCo Proposal For NNI_Optimizing Obesity NPP Target List_v2_05192022.pdf,http://www.themathcompany.com/cognition/NPP_Proprietary_and_Confidential,Npp proprietary and confidential,P31,instance of,http://www.themathcompany.com/cognition/NNIs,Nnis,0,4
MathCo Proposal For NNI_Optimizing Obesity NPP Target List_v2_05192022.pdf,http://www.themathcompany.com/cognition/Proprietary_and_Confidential_o,Proprietary and confidential o,P31,instance of,http://www.themathcompany.com/cognition/Call_plan,Call plan,0,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List_v2_05192022.pdf,http://www.themathcompany.com/cognition/NPP_list,Npp list,P31,instance of,http://www.themathcompany.com/cognition/Call_plan,Call plan,3,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List_v2_05192022.pdf,http://www.themathcompany.com/cognition/GLP_-1,Glp -1,P31,instance of,http://www.themathcompany.com/cognition/Calls_/_Details,Calls / details,1,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List_v2_05192022.pdf,http://www.themathcompany.com/cognition/Proprietary_and_Confidential,Proprietary and confidential,P31,instance of,http://www.themathcompany.com/cognition/brand_writers,Brand writers,26,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List_v2_05192022.pdf,http://www.themathcompany.com/cognition/brand_writers,Brand writers,P425,field of this occupation,http://www.themathcompany.com/cognition/brand_prescription,Brand prescription,1,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List_v2_05192022.pdf,http://www.themathcompany.com/cognition/brand_prescription,Brand prescription,P3095,practiced by,http://www.themathcompany.com/cognition/brand_writers,Brand writers,1,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List_v2_05192022.pdf,http://www.themathcompany.com/cognition/feature_combination,Feature combination,P279,subclass of,http://www.themathcompany.com/cognition/brand_prescription,Brand prescription,1,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List_v2_05192022.pdf,http://www.themathcompany.com/cognition/Proprietary_and_Confidential,Proprietary and confidential,P31,instance of,http://www.themathcompany.com/cognition/Sample_Insights,Sample insights,26,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List_v2_05192022.pdf,http://www.themathcompany.com/cognition/Proprietary_and_Confidential,Proprietary and confidential,P527,has part,http://www.themathcompany.com/cognition/Sample_Insights,Sample insights,26,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List_v2_05192022.pdf,http://www.themathcompany.com/cognition/Sample_Insights,Sample insights,P361,part of,http://www.themathcompany.com/cognition/Proprietary_and_Confidential,Proprietary and confidential,1,26
MathCo Proposal For NNI_Optimizing Obesity NPP Target List_v2_05192022.pdf,http://www.themathcompany.com/cognition/Proprietary_and_Confidential,Proprietary and confidential,P527,has part,http://www.themathcompany.com/cognition/Sample_Insights_Proprietary_and_Confidential,Sample insights proprietary and confidential,26,0
MathCo Proposal For NNI_Optimizing Obesity NPP Target List_v2_05192022.pdf,http://www.themathcompany.com/cognition/Proprietary_and_Confidential,Proprietary and confidential,pcode,industry,http://www.themathcompany.com/cognition/industry_consultants,Industry consultants,26,1
