asset_name,source_uri,source_name,edge_pcode,edge_name,target_uri,target_name,source_weight,target_weight
201906_Agile for Data Science.pdf,http://www.wikidata.org/wiki/Q17149283,Market fit,P279,subclass of,http://www.themathcompany.com/cognition/validating_a_technical_solution,Validating a technical solution,1,1
201906_Agile for Data Science.pdf,http://www.wikidata.org/wiki/Q1421125,Sprints,P361,part of,http://www.themathcompany.com/cognition/Agile_projects_management,Agile projects management,2,1
201906_Agile for Data Science.pdf,http://www.wikidata.org/wiki/Q2552738,Product manager,P361,part of,http://www.themathcompany.com/cognition/development_team,Development team,1,1
201906_Agile for Data Science.pdf,http://www.wikidata.org/wiki/Q393742,Agile,P279,subclass of,http://www.themathcompany.com/cognition/getting_work_done,Getting work done,35,1
201906_Agile for Data Science.pdf,http://www.wikidata.org/wiki/Q393742,Agile,P279,subclass of,http://www.themathcompany.com/cognition/iteratively_improving,Iteratively improving,35,1
201906_Agile for Data Science.pdf,http://www.wikidata.org/wiki/Q393742,Agile,P279,subclass of,http://www.themathcompany.com/cognition/lightweight_methods,Lightweight methods,35,1
201906_Agile for Data Science.pdf,http://www.wikidata.org/wiki/Q6360939,Kanban board,P366,use,http://www.themathcompany.com/cognition/visualize_the_work,Visualize the work,1,1
201906_Agile for Data Science.pdf,http://www.wikidata.org/wiki/Q18979,Kanban,P31,instance of,http://www.themathcompany.com/cognition/Agile_frameworks,Agile frameworks,4,4
201906_Agile for Data Science.pdf,http://www.wikidata.org/wiki/Q393742,Agile,P2283,uses,http://www.themathcompany.com/cognition/team_effort,Team effort,35,1
201906_Agile for Data Science.pdf,http://www.wikidata.org/wiki/Q393742,Agile,P279,subclass of,http://www.themathcompany.com/cognition/team_effort,Team effort,35,1
201906_Agile for Data Science.pdf,http://www.wikidata.org/wiki/Q395820,Scrum,P279,subclass of,http://www.themathcompany.com/cognition/Agile_Data_Science_Cycle,Agile data science cycle,4,1
201906_Agile for Data Science.pdf,http://www.wikidata.org/wiki/Q395820,Scrum,P527,has part,http://www.themathcompany.com/cognition/Figure_3,Figure 3,4,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q355,Facebook,P31,instance of,http://www.themathcompany.com/cognition/Data_product,Data product,4,17
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q224414,Category,P361,part of,http://www.themathcompany.com/cognition/plan_of_action,Plan of action,1,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q7261499,Purpose,P361,part of,http://www.themathcompany.com/cognition/plan_of_action,Plan of action,1,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q1796457,Product,P279,subclass of,http://www.themathcompany.com/cognition/work_stream,Work stream,37,3
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q101965,Experimenting,P1889,different from,http://www.themathcompany.com/cognition/finding_what_works_or_does_nt,Finding what works or does nt,1,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q351698,Grow,P1056,product or material produced,http://www.themathcompany.com/cognition/Scale_you_product,Scale you product,4,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q351698,Grow,P461,opposite of,http://www.themathcompany.com/cognition/Look_Forward,Look forward,4,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q213924,Codex,pcode,publisher,http://www.themathcompany.com/cognition/MathCo,Mathco,1,6
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q439664,Deployment,P279,subclass of,http://www.themathcompany.com/cognition/model_development,Model development,1,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q2374463,Data scientist,P3095,practiced by,http://www.themathcompany.com/cognition/Educate_Data_scientist,Educate data scientist,8,1
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q506993,Validate,P1269,facet of,http://www.themathcompany.com/cognition/Data_product,Data product,1,17
201909_Confessions of a Data Product.pdf,http://www.wikidata.org/wiki/Q2374463,Data scientist,pcode,studies,http://www.themathcompany.com/cognition/Data_product,Data product,8,17
"201911_ Product Management, Product Design.pdf",http://www.wikidata.org/wiki/Q11023,Engineering,P361,part of,http://www.themathcompany.com/cognition/MathCo,Mathco,10,6
"201911_ Product Management, Product Design.pdf",http://www.wikidata.org/wiki/Q3025536,Devops,P279,subclass of,http://www.themathcompany.com/cognition/Operationalizing,Operationalizing,1,1
"201911_ Product Management, Product Design.pdf",http://www.wikidata.org/wiki/Q1780667,Product management,P527,has part,http://www.themathcompany.com/cognition/Product_Research_and_Design,Product research and design,9,1
"201911_ Product Management, Product Design.pdf",http://www.wikidata.org/wiki/Q830382,Best practices,P1269,facet of,http://www.themathcompany.com/cognition/Product_team,Product team,1,1
"201911_ Product Management, Product Design.pdf",http://www.wikidata.org/wiki/Q189210,Web app,P279,subclass of,http://www.themathcompany.com/cognition/virtual_product,Virtual product,1,1
"201911_ Product Management, Product Design.pdf",http://www.wikidata.org/wiki/Q1200670,Design thinking,P279,subclass of,http://www.themathcompany.com/cognition/problem_-_solving,Problem - solving,1,1
"201911_ Product Management, Product Design.pdf",http://www.wikidata.org/wiki/Q109551830,5 stages,P527,has part,http://www.themathcompany.com/cognition/Finding_the_solution,Finding the solution,1,1
"201911_ Product Management, Product Design.pdf",http://www.wikidata.org/wiki/Q42240,Research,pcode,studies,http://www.themathcompany.com/cognition/understanding_of_user,Understanding of user,6,1
"201911_ Product Management, Product Design.pdf",http://www.wikidata.org/wiki/Q82604,Design,P527,has part,http://www.themathcompany.com/cognition/Ideate,Ideate,42,1
"201911_ Product Management, Product Design.pdf",http://www.wikidata.org/wiki/Q351687,Brainstorm,P279,subclass of,http://www.themathcompany.com/cognition/Ideate,Ideate,1,1
"201911_ Product Management, Product Design.pdf",http://www.wikidata.org/wiki/Q207977,Prototype,P361,part of,http://www.themathcompany.com/cognition/Build_a_prototype,Build a prototype,13,1
"201911_ Product Management, Product Design.pdf",http://www.wikidata.org/wiki/Q778556,User persona,P1269,facet of,http://www.themathcompany.com/cognition/user_behavior,User behavior,2,1
"201911_ Product Management, Product Design.pdf",http://www.wikidata.org/wiki/Q778556,User persona,P1269,facet of,http://www.themathcompany.com/cognition/user_flows,User flows,2,1
"201911_ Product Management, Product Design.pdf",http://www.wikidata.org/wiki/Q1043226,Product design,P1269,facet of,http://www.themathcompany.com/cognition/Product_designing,Product designing,16,4
"201911_ Product Management, Product Design.pdf",http://www.wikidata.org/wiki/Q1043226,Product design,pcode,field of work,http://www.themathcompany.com/cognition/Product_designing,Product designing,16,4
"201911_ Product Management, Product Design.pdf",http://www.wikidata.org/wiki/Q340724,Development,P361,part of,http://www.themathcompany.com/cognition/development_efforts,Development efforts,9,1
"201911_ Product Management, Product Design.pdf",http://www.wikidata.org/wiki/Q200975,Domains,P361,part of,http://www.themathcompany.com/cognition/segments_of_the_business,Segments of the business,1,1
"201912_Product Development, QA & Testing.pdf",http://www.wikidata.org/wiki/Q1387137,Introduction,P361,part of,http://www.themathcompany.com/cognition/Focus_Engineering_Team,Focus engineering team,1,1
"201912_Product Development, QA & Testing.pdf",http://www.wikidata.org/wiki/Q1352449,Client side,P461,opposite of,http://www.themathcompany.com/cognition/front_-_end,Front - end,1,14
"201912_Product Development, QA & Testing.pdf",http://www.wikidata.org/wiki/Q1352449,Client side,P527,has part,http://www.themathcompany.com/cognition/Front_-_end,Front - end,1,14
"201912_Product Development, QA & Testing.pdf",http://www.wikidata.org/wiki/Q294834,Application,P527,has part,http://www.themathcompany.com/cognition/Front_-_end,Front - end,15,14
"201912_Product Development, QA & Testing.pdf",http://www.wikidata.org/wiki/Q16278284,Client,P461,opposite of,http://www.themathcompany.com/cognition/Back_-_end,Back - end,3,13
"201912_Product Development, QA & Testing.pdf",http://www.wikidata.org/wiki/Q294834,Application,P527,has part,http://www.themathcompany.com/cognition/Back_-_end,Back - end,15,13
"201912_Product Development, QA & Testing.pdf",http://www.wikidata.org/wiki/Q294834,Application,P527,has part,http://www.themathcompany.com/cognition/front_-_end,Front - end,15,14
"201912_Product Development, QA & Testing.pdf",http://www.wikidata.org/wiki/Q8811,Html,P460,said to be the same as,http://www.themathcompany.com/cognition/frame_of_you_bed,Frame of you bed,6,1
"201912_Product Development, QA & Testing.pdf",http://www.wikidata.org/wiki/Q1395034,Product development,P527,has part,http://www.themathcompany.com/cognition/Back_-_end_development,Back - end development,9,1
"201912_Product Development, QA & Testing.pdf",http://www.wikidata.org/wiki/Q315,Languages,P1889,different from,http://www.themathcompany.com/cognition/variety_of_software,Variety of software,8,1
"201912_Product Development, QA & Testing.pdf",http://www.wikidata.org/wiki/Q399128,Browser,P1889,different from,http://www.themathcompany.com/cognition/front_-_end_app,Front - end app,4,2
"201912_Product Development, QA & Testing.pdf",http://www.wikidata.org/wiki/Q224615,Test,P361,part of,http://www.themathcompany.com/cognition/Driven_Development,Driven development,58,1
"201912_Product Development, QA & Testing.pdf",http://www.wikidata.org/wiki/Q423392,Tdd,P527,has part,http://www.themathcompany.com/cognition/Test_-_Driven_Development,Test - driven development,1,1
"201912_Product Development, QA & Testing.pdf",http://www.wikidata.org/wiki/Q1135789,Unintended consequences,P279,subclass of,http://www.themathcompany.com/cognition/coding_errors,Coding errors,1,1
"201912_Product Development, QA & Testing.pdf",http://www.wikidata.org/wiki/Q1135789,Unintended consequences,P279,subclass of,http://www.themathcompany.com/cognition/coding_error,Coding error,1,1
"201912_Product Development, QA & Testing.pdf",http://www.wikidata.org/wiki/Q1475717,Automation testing,P1889,different from,http://www.themathcompany.com/cognition/Manual_Testing_and_Automation_Testing,Manual testing and automation testing,4,2
"201912_Product Development, QA & Testing.pdf",http://www.wikidata.org/wiki/Q4493432,Functional test,P279,subclass of,http://www.themathcompany.com/cognition/checks_of_system_behavior,Checks of system behavior,1,1
"201912_Product Development, QA & Testing.pdf",http://www.wikidata.org/wiki/Q6752328,Manual testing,P279,subclass of,http://www.themathcompany.com/cognition/repetitively,Repetitively,6,1
"201912_Product Development, QA & Testing.pdf",http://www.wikidata.org/wiki/Q876,Selenium,P31,instance of,http://www.themathcompany.com/cognition/automation_test_framework,Automation test framework,2,1
"201912_Product Development, QA & Testing.pdf",http://www.wikidata.org/wiki/Q4555,Phase,P361,part of,http://www.themathcompany.com/cognition/development_process,Development process,2,1
"201912_Product Development, QA & Testing.pdf",http://www.wikidata.org/wiki/Q1401207,Root cause analysis,P279,subclass of,http://www.themathcompany.com/cognition/analyzed,Analyzed,1,1
202001_Airflow - The Ultimate Butler.pdf,http://www.wikidata.org/wiki/Q4698686,Airflow,P366,use,http://www.themathcompany.com/cognition/programmatically_author,Programmatically author,36,1
202001_Airflow - The Ultimate Butler.pdf,http://www.wikidata.org/wiki/Q4698686,Airflow,P366,use,http://www.themathcompany.com/cognition/data_pipelines,Data pipelines,36,9
202001_Airflow - The Ultimate Butler.pdf,http://www.wikidata.org/wiki/Q4698686,Airflow,P31,instance of,http://www.themathcompany.com/cognition/data_pipelines,Data pipelines,36,9
202001_Airflow - The Ultimate Butler.pdf,http://www.wikidata.org/wiki/Q4698686,Airflow,P178,developer,http://www.themathcompany.com/cognition/MathCo,Mathco,36,2
202001_Airflow - The Ultimate Butler.pdf,http://www.wikidata.org/wiki/Q4698686,Airflow,P178,developer,http://www.themathcompany.com/cognition/MathCo.,Mathco.,36,2
202001_Airflow - The Ultimate Butler.pdf,http://www.wikidata.org/wiki/Q231053,Dag,pcode,has parts of the class,http://www.themathcompany.com/cognition/Sample_DAG,Sample dag,10,1
202001_Airflow - The Ultimate Butler.pdf,http://www.wikidata.org/wiki/Q4698686,Airflow,P527,has part,http://www.themathcompany.com/cognition/CHARACTERISTICS_OF_AIRFLOW,Characteristics of airflow,36,1
202001_Airflow - The Ultimate Butler.pdf,http://www.wikidata.org/wiki/Q2593067,Amazon s3,P366,use,http://www.themathcompany.com/cognition/pre_-_process,Pre - process,2,2
202001_Airflow - The Ultimate Butler.pdf,http://www.wikidata.org/wiki/Q2593067,Amazon s3,P366,use,http://www.themathcompany.com/cognition/data_pre_-_processing,Data pre - processing,2,1
202001_Airflow - The Ultimate Butler.pdf,http://www.wikidata.org/wiki/Q65045028,Sagemaker,P527,has part,http://www.themathcompany.com/cognition/SageMaker_Tuning_Operator,Sagemaker tuning operator,22,1
202001_Airflow - The Ultimate Butler.pdf,http://www.wikidata.org/wiki/Q65045028,Sagemaker,P527,has part,http://www.themathcompany.com/cognition/SageMaker_Transform_Operator,Sagemaker transform operator,22,1
202001_Airflow - The Ultimate Butler.pdf,http://www.wikidata.org/wiki/Q65045028,Sagemaker,P527,has part,http://www.themathcompany.com/cognition/SageMaker_Model_Operator,Sagemaker model operator,22,1
202001_Airflow - The Ultimate Butler.pdf,http://www.wikidata.org/wiki/Q65045028,Sagemaker,P527,has part,http://www.themathcompany.com/cognition/SageMaker_Endpoint_Config_Operator,Sagemaker endpoint config operator,22,1
"202001_DevOps, Data Engineering.pdf",http://www.wikidata.org/wiki/Q3025536,Devops,P527,has part,http://www.themathcompany.com/cognition/application_built_by_the_team,Application built by the team,5,2
"202001_DevOps, Data Engineering.pdf",http://www.wikidata.org/wiki/Q3025536,Devops,P279,subclass of,http://www.themathcompany.com/cognition/application_built_by_the_team,Application built by the team,5,2
"202001_DevOps, Data Engineering.pdf",http://www.wikidata.org/wiki/Q229289,Process,P1889,different from,http://www.themathcompany.com/cognition/end_goal,End goal,13,1
"202001_DevOps, Data Engineering.pdf",http://www.wikidata.org/wiki/Q1145523,Collaborating,P527,has part,http://www.themathcompany.com/cognition/co_-_worker,Co - worker,1,1
"202001_DevOps, Data Engineering.pdf",http://www.wikidata.org/wiki/Q1192422,Data pipeline,P1889,different from,http://www.themathcompany.com/cognition/storage_of_the_data,Storage of the data,9,1
"202001_DevOps, Data Engineering.pdf",http://www.wikidata.org/wiki/Q866,Youtube,P31,instance of,http://www.themathcompany.com/cognition/large_technology_companies,Large technology companies,1,1
"202001_DevOps, Data Engineering.pdf",http://www.wikidata.org/wiki/Q456120,Amazon,P31,instance of,http://www.themathcompany.com/cognition/large_technology_companies,Large technology companies,1,1
"202001_DevOps, Data Engineering.pdf",http://www.wikidata.org/wiki/Q209330,Instagram,P31,instance of,http://www.themathcompany.com/cognition/large_technology_companies,Large technology companies,1,1
"202001_DevOps, Data Engineering.pdf",http://www.wikidata.org/wiki/Q20707560,Data lake,P1269,facet of,http://www.themathcompany.com/cognition/Big_data_architecture,Big data architecture,7,1
"202001_DevOps, Data Engineering.pdf",http://www.wikidata.org/wiki/Q20707560,Data lake,P279,subclass of,http://www.themathcompany.com/cognition/stores_the_data,Stores the data,7,1
202002_Sequence Modeling and LSTM.pdf,http://www.wikidata.org/wiki/Q6673524,Lstms,P527,has part,http://www.themathcompany.com/cognition/Sequence_Modelling,Sequence modelling,24,1
202002_Sequence Modeling and LSTM.pdf,http://www.wikidata.org/wiki/Q6673524,Lstms,P361,part of,http://www.themathcompany.com/cognition/Sequence_Modelling_and_LSTMs,Sequence modelling and lstms,24,1
202002_Sequence Modeling and LSTM.pdf,http://www.wikidata.org/wiki/Q6673524,Lstm,P366,use,http://www.themathcompany.com/cognition/Time_series_forecasting,Time series forecasting,27,3
202002_Sequence Modeling and LSTM.pdf,http://www.wikidata.org/wiki/Q237028,Mlps,P279,subclass of,http://www.themathcompany.com/cognition/Feed_forward_Neural_Networks,Feed forward neural networks,1,1
202002_Sequence Modeling and LSTM.pdf,http://www.wikidata.org/wiki/Q6673524,Long short term memory,P279,subclass of,http://www.themathcompany.com/cognition/Recurrent_Neural_Network_Architectures,Recurrent neural network architectures,1,3
202002_Sequence Modeling and LSTM.pdf,http://www.wikidata.org/wiki/Q183635,Feedback,P1535,used by,http://www.themathcompany.com/cognition/Recurrent_network,Recurrent network,2,3
202002_Sequence Modeling and LSTM.pdf,http://www.wikidata.org/wiki/Q3799056,Inputs,P361,part of,http://www.themathcompany.com/cognition/Recurrent_network,Recurrent network,2,3
202002_Sequence Modeling and LSTM.pdf,http://www.wikidata.org/wiki/Q6673524,Lstms,P1889,different from,http://www.themathcompany.com/cognition/Recurrent_network,Recurrent network,24,3
202002_Sequence Modeling and LSTM.pdf,http://www.wikidata.org/wiki/Q413157,Short,P279,subclass of,http://www.themathcompany.com/cognition/term_memory,Term memory,3,3
202002_Sequence Modeling and LSTM.pdf,http://www.wikidata.org/wiki/Q43054,Neuron,P527,has part,http://www.themathcompany.com/cognition/recurrent_connection,Recurrent connection,2,2
202002_Sequence Modeling and LSTM.pdf,http://www.wikidata.org/wiki/Q6673524,Lstm,P366,use,http://www.themathcompany.com/cognition/Time_Series_forecasting,Time series forecasting,27,3
202002_Sequence Modeling and LSTM.pdf,http://www.wikidata.org/wiki/Q213381,Generation,P361,part of,http://www.themathcompany.com/cognition/Natural_Language_modeling_and_Generation,Natural language modeling and generation,6,1
202002_Sequence Modeling and LSTM.pdf,http://www.wikidata.org/wiki/Q1590843,Limitation,P460,said to be the same as,http://www.themathcompany.com/cognition/An_important,An important,4,2
202002_Sequence Modeling and LSTM.pdf,http://www.wikidata.org/wiki/Q6673524,Lstms,P527,has part,http://www.themathcompany.com/cognition/Memory_in_LSTMs,Memory in lstms,24,1
202002_Sequence Modeling and LSTM.pdf,http://www.wikidata.org/wiki/Q6673524,Lstm,P366,use,http://www.themathcompany.com/cognition/Multi_-_Step_Time_series_Forecasting,Multi - step time series forecasting,27,1
202002_Sequence Modeling and LSTM.pdf,http://www.wikidata.org/wiki/Q6673524,Lstms,P2579,studied by,http://www.themathcompany.com/cognition/Preparing_data_for_LSTMs,Preparing data for lstms,24,1
202002_Sequence Modeling and LSTM.pdf,http://www.wikidata.org/wiki/Q28470421,Keras,P366,use,http://www.themathcompany.com/cognition/TimeseriesGenerator,Timeseriesgenerator,2,2
202002_Sequence Modeling and LSTM.pdf,http://www.wikidata.org/wiki/Q393899,Manual,P279,subclass of,http://www.themathcompany.com/cognition/pad_the_series,Pad the series,2,1
202002_Sequence Modeling and LSTM.pdf,http://www.wikidata.org/wiki/Q918385,Training,P527,has part,http://www.themathcompany.com/cognition/Train_Test_Split,Train test split,3,1
202002_Sequence Modeling and LSTM.pdf,http://www.wikidata.org/wiki/Q28470421,Keras,P527,has part,http://www.themathcompany.com/cognition/Sequential_class,Sequential class,2,1
202002_Sequence Modeling and LSTM.pdf,http://www.wikidata.org/wiki/Q1979154,Model,P527,has part,http://www.themathcompany.com/cognition/first_layer,First layer,16,1
202002_Sequence Modeling and LSTM.pdf,http://www.wikidata.org/wiki/Q507810,Epoch,P361,part of,http://www.themathcompany.com/cognition/initial_discovery_phase,Initial discovery phase,1,1
202002_Sequence Modeling and LSTM.pdf,http://www.wikidata.org/wiki/Q5532625,Generative model,P527,has part,http://www.themathcompany.com/cognition/Natual_Language_Model,Natual language model,1,1
Causation vs. Correlation.pdf,http://www.wikidata.org/wiki/Q186290,Correlation,P361,part of,http://www.themathcompany.com/cognition/Sense_of_Correlation,Sense of correlation,25,2
Causation vs. Correlation.pdf,http://www.wikidata.org/wiki/Q16785388,Third party,P361,part of,http://www.themathcompany.com/cognition/events_or_things,Events or things,1,3
Causation vs. Correlation.pdf,http://www.wikidata.org/wiki/Q9687,Road accident,P828,has cause,http://www.themathcompany.com/cognition/high_speed_driving,High speed driving,1,1
Causation vs. Correlation.pdf,http://www.wikidata.org/wiki/Q186290,Correlation,P2579,studied by,http://www.themathcompany.com/cognition/Science_of_Correlation,Science of correlation,25,3
Causation vs. Correlation.pdf,http://www.wikidata.org/wiki/Q186290,Correlation,P2579,studied by,http://www.themathcompany.com/cognition/Science_of_Correlation_and_Causation,Science of correlation and causation,25,1
Causation vs. Correlation.pdf,http://www.wikidata.org/wiki/Q173253,Sense,P2579,studied by,http://www.themathcompany.com/cognition/Science_of_Correlation_and_Causation,Science of correlation and causation,8,1
InfoShots 006_Life after COVID.pdf,http://www.wikidata.org/wiki/Q4840477,Bad news,P155,follows,http://www.themathcompany.com/cognition/Proprietary_and_Confidential,Proprietary and confidential,1,9
InfoShots 006_Life after COVID.pdf,http://www.wikidata.org/wiki/Q192270,Private consumption,P527,has part,http://www.themathcompany.com/cognition/Private_consumption_fastest,Private consumption fastest,2,1
"Literature, Analytics and the art of translation.pdf",http://www.wikidata.org/wiki/Q12202392,Turkish,pcode,has parts of the class,http://www.themathcompany.com/cognition/other_language,Other language,2,1
"Literature, Analytics and the art of translation.pdf",http://www.wikidata.org/wiki/Q7553,Language translation,P3095,practiced by,http://www.themathcompany.com/cognition/analytics_translators,Analytics translators,2,9
"Literature, Analytics and the art of translation.pdf",http://www.wikidata.org/wiki/Q50767640,Business organization,P527,has part,http://www.themathcompany.com/cognition/business_teams,Business teams,1,3
"Literature, Analytics and the art of translation.pdf",http://www.wikidata.org/wiki/Q146654,Solutions,P1535,used by,http://www.themathcompany.com/cognition/Analytics_Translators,Analytics translators,2,9
"Literature, Analytics and the art of translation.pdf",http://www.wikidata.org/wiki/Q200535,Affluence,P461,opposite of,http://www.themathcompany.com/cognition/realistic_viewpoint,Realistic viewpoint,1,1
"Literature, Analytics and the art of translation.pdf",http://www.wikidata.org/wiki/Q485396,Analytics,P1889,different from,http://www.themathcompany.com/cognition/language_translators,Language translators,23,1
"Literature, Analytics and the art of translation.pdf",http://www.wikidata.org/wiki/Q485396,Analytics,P1889,different from,http://www.themathcompany.com/cognition/language_translator,Language translator,23,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List.pdf,http://www.wikidata.org/wiki/Q299953,Npp,pcode,subsidiary,http://www.themathcompany.com/cognition/MATHCO,Mathco,7,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List.pdf,http://www.wikidata.org/wiki/Q2476929,Confidential,P361,part of,http://www.themathcompany.com/cognition/Proprietary_and_Confidential,Proprietary and confidential,26,26
MathCo Proposal For NNI_Optimizing Obesity NPP Target List.pdf,http://www.wikidata.org/wiki/Q299953,Npp,P1889,different from,http://www.themathcompany.com/cognition/NNIs,Nnis,7,4
MathCo Proposal For NNI_Optimizing Obesity NPP Target List.pdf,http://www.wikidata.org/wiki/Q299953,Npp,P527,has part,http://www.themathcompany.com/cognition/Proprietary_and_Confidential,Proprietary and confidential,7,26
MathCo Proposal For NNI_Optimizing Obesity NPP Target List.pdf,http://www.wikidata.org/wiki/Q299953,Npp,P527,has part,http://www.themathcompany.com/cognition/NPP_list,Npp list,7,3
MathCo Proposal For NNI_Optimizing Obesity NPP Target List.pdf,http://www.wikidata.org/wiki/Q2476929,Confidential,P361,part of,http://www.themathcompany.com/cognition/NPP_list,Npp list,26,3
MathCo Proposal For NNI_Optimizing Obesity NPP Target List.pdf,http://www.wikidata.org/wiki/Q2476929,Confidential,P361,part of,http://www.themathcompany.com/cognition/Call_plan,Call plan,26,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List.pdf,http://www.wikidata.org/wiki/Q240147,Trx,P1889,different from,http://www.themathcompany.com/cognition/NBRx,Nbrx,2,2
MathCo Proposal For NNI_Optimizing Obesity NPP Target List.pdf,http://www.wikidata.org/wiki/Q240147,Trx,P460,said to be the same as,http://www.themathcompany.com/cognition/NBRx,Nbrx,2,2
MathCo Proposal For NNI_Optimizing Obesity NPP Target List.pdf,http://www.wikidata.org/wiki/Q2476929,Confidential,P527,has part,http://www.themathcompany.com/cognition/Proprietary_and_Confidential,Proprietary and confidential,26,26
MathCo Proposal For NNI_Optimizing Obesity NPP Target List.pdf,http://www.wikidata.org/wiki/Q224617,Platforms,P527,has part,http://www.themathcompany.com/cognition/front_-_end,Front - end,1,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List.pdf,http://www.wikidata.org/wiki/Q421179,Hcp,P279,subclass of,http://www.themathcompany.com/cognition/sales_analytics,Sales analytics,4,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List_v2_05192022.pdf,http://www.wikidata.org/wiki/Q299953,Npp,pcode,subsidiary,http://www.themathcompany.com/cognition/MATHCO,Mathco,7,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List_v2_05192022.pdf,http://www.wikidata.org/wiki/Q2476929,Confidential,P361,part of,http://www.themathcompany.com/cognition/Proprietary_and_Confidential,Proprietary and confidential,26,26
MathCo Proposal For NNI_Optimizing Obesity NPP Target List_v2_05192022.pdf,http://www.wikidata.org/wiki/Q299953,Npp,P1889,different from,http://www.themathcompany.com/cognition/NNIs,Nnis,7,4
MathCo Proposal For NNI_Optimizing Obesity NPP Target List_v2_05192022.pdf,http://www.wikidata.org/wiki/Q299953,Npp,P527,has part,http://www.themathcompany.com/cognition/Proprietary_and_Confidential,Proprietary and confidential,7,26
MathCo Proposal For NNI_Optimizing Obesity NPP Target List_v2_05192022.pdf,http://www.wikidata.org/wiki/Q299953,Npp,P527,has part,http://www.themathcompany.com/cognition/NPP_list,Npp list,7,3
MathCo Proposal For NNI_Optimizing Obesity NPP Target List_v2_05192022.pdf,http://www.wikidata.org/wiki/Q2476929,Confidential,P361,part of,http://www.themathcompany.com/cognition/NPP_list,Npp list,26,3
MathCo Proposal For NNI_Optimizing Obesity NPP Target List_v2_05192022.pdf,http://www.wikidata.org/wiki/Q2476929,Confidential,P361,part of,http://www.themathcompany.com/cognition/Call_plan,Call plan,26,1
MathCo Proposal For NNI_Optimizing Obesity NPP Target List_v2_05192022.pdf,http://www.wikidata.org/wiki/Q240147,Trx,P1889,different from,http://www.themathcompany.com/cognition/NBRx,Nbrx,2,2
MathCo Proposal For NNI_Optimizing Obesity NPP Target List_v2_05192022.pdf,http://www.wikidata.org/wiki/Q240147,Trx,P460,said to be the same as,http://www.themathcompany.com/cognition/NBRx,Nbrx,2,2
MathCo Proposal For NNI_Optimizing Obesity NPP Target List_v2_05192022.pdf,http://www.wikidata.org/wiki/Q2476929,Confidential,P527,has part,http://www.themathcompany.com/cognition/Proprietary_and_Confidential,Proprietary and confidential,26,26
